epoch,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor,mAP
0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5833333134651184,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.8333333134651184,-1.0,1.0,-1.0,0.3333333432674408,79.16667175292969
1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5833333134651184,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.8333333134651184,-1.0,1.0,-1.0,0.3333333432674408,79.16667175292969
2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5833333134651184,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.8333333134651184,-1.0,1.0,-1.0,0.5,81.94444274902344
3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5833333134651184,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.8333333134651184,-1.0,1.0,-1.0,0.5,81.94444274902344
4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,0.5,91.66667175292967
5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5833333134651184,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.8333333134651184,-1.0,1.0,-1.0,1.0,90.27777099609376
6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5833333134651184,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,93.05554962158205
7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5833333134651184,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,93.05554962158205
8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5833333134651184,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,93.05554962158205
9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5833333134651184,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.8333333134651184,-1.0,1.0,-1.0,1.0,90.27777099609376
10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5833333134651184,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,93.05554962158205
